id,surahNumber,verseNumber,page,juz,hizb
v12_43,12,43,240,12,24.9
v12_44,12,44,241,13,25.0
v12_45,12,45,241,13,25.0
v12_46,12,46,241,13,25.0
v12_47,12,47,241,13,25.0
v12_48,12,48,241,13,25.0
v12_49,12,49,241,13,25.0
v12_50,12,50,241,13,25.0
v12_51,12,51,241,13,25.0
v12_52,12,52,241,13,25.0
v12_53,12,53,242,13,25.1
v12_54,12,54,242,13,25.1
v12_55,12,55,242,13,25.1
v12_56,12,56,242,13,25.1
v12_57,12,57,242,13,25.1
v12_58,12,58,242,13,25.1
v12_59,12,59,242,13,25.1
v12_60,12,60,242,13,25.1
v12_61,12,61,242,13,25.1
v12_62,12,62,242,13,25.1
v12_63,12,63,242,13,25.1
v12_64,12,64,243,13,25.2
v12_65,12,65,243,13,25.2
v12_66,12,66,243,13,25.2
v12_67,12,67,243,13,25.2
v12_68,12,68,243,13,25.2
v12_69,12,69,243,13,25.2
v12_70,12,70,244,13,25.3
v12_71,12,71,244,13,25.3
v12_72,12,72,244,13,25.3
v12_73,12,73,244,13,25.3
v12_74,12,74,244,13,25.3
v12_75,12,75,244,13,25.3
v12_76,12,76,244,13,25.3
v12_77,12,77,244,13,25.3
v12_78,12,78,244,13,25.3
v12_79,12,79,245,13,25.4
v12_80,12,80,245,13,25.4
v12_81,12,81,245,13,25.4
v12_82,12,82,245,13,25.4
v12_83,12,83,245,13,25.4
v12_84,12,84,245,13,25.4
v12_85,12,85,245,13,25.4
v12_86,12,86,245,13,25.4
v12_87,12,87,246,13,25.5
v12_88,12,88,246,13,25.5
v12_89,12,89,246,13,25.5
v12_90,12,90,246,13,25.5
v12_91,12,91,246,13,25.5
v12_92,12,92,246,13,25.5
v12_93,12,93,246,13,25.5
v12_94,12,94,246,13,25.5
v12_95,12,95,246,13,25.5
v12_96,12,96,247,13,25.6
v12_97,12,97,247,13,25.6
v12_98,12,98,247,13,25.6
v12_99,12,99,247,13,25.6
v12_100,12,100,247,13,25.6
v12_101,12,101,247,13,25.6
v12_102,12,102,247,13,25.6
v12_103,12,103,247,13,25.6
v12_104,12,104,248,13,25.7
v12_105,12,105,248,13,25.7
v12_106,12,106,248,13,25.7
v12_107,12,107,248,13,25.7
v12_108,12,108,248,13,25.7
v12_109,12,109,248,13,25.7
v12_110,12,110,248,13,25.7
v12_111,12,111,248,13,25.7
v13_1,13,1,249,13,25.8
v13_2,13,2,249,13,25.8
v13_3,13,3,249,13,25.8
v13_4,13,4,249,13,25.8
v13_5,13,5,249,13,25.8
v13_6,13,6,250,13,25.9
v13_7,13,7,250,13,25.9
v13_8,13,8,250,13,25.9
v13_9,13,9,250,13,25.9
v13_10,13,10,250,13,25.9
v13_11,13,11,250,13,25.9
v13_12,13,12,250,13,25.9
v13_13,13,13,250,13,25.9
v13_14,13,14,251,13,26.0
v13_15,13,15,251,13,26.0
v13_16,13,16,251,13,26.0
v13_17,13,17,251,13,26.0
v13_18,13,18,251,13,26.0
v13_19,13,19,252,13,26.1
v13_20,13,20,252,13,26.1
v13_21,13,21,252,13,26.1
v13_22,13,22,252,13,26.1
v13_23,13,23,252,13,26.1
v13_24,13,24,252,13,26.1
v13_25,13,25,252,13,26.1
v13_26,13,26,252,13,26.1
v13_27,13,27,252,13,26.1
v13_28,13,28,252,13,26.1
v13_29,13,29,253,13,26.2
v13_30,13,30,253,13,26.2
v13_31,13,31,253,13,26.2
v13_32,13,32,253,13,26.2
v13_33,13,33,253,13,26.2
v13_34,13,34,253,13,26.2
v13_35,13,35,254,13,26.3
v13_36,13,36,254,13,26.3
v13_37,13,37,254,13,26.3
v13_38,13,38,254,13,26.3
v13_39,13,39,254,13,26.3
v13_40,13,40,254,13,26.3
v13_41,13,41,254,13,26.3
v13_42,13,42,254,13,26.3
v13_43,13,43,255,13,26.4
v14_1,14,1,255,13,26.4
v14_2,14,2,255,13,26.4
v14_3,14,3,255,13,26.4
v14_4,14,4,255,13,26.4
v14_5,14,5,255,13,26.4
v14_6,14,6,256,13,26.5
v14_7,14,7,256,13,26.5
v14_8,14,8,256,13,26.5
v14_9,14,9,256,13,26.5
v14_10,14,10,256,13,26.5
v14_11,14,11,257,13,26.6
v14_12,14,12,257,13,26.6
v14_13,14,13,257,13,26.6
v14_14,14,14,257,13,26.6
v14_15,14,15,257,13,26.6
v14_16,14,16,257,13,26.6
v14_17,14,17,257,13,26.6
v14_18,14,18,257,13,26.6
v14_19,14,19,258,13,26.7
v14_20,14,20,258,13,26.7
v14_21,14,21,258,13,26.7
v14_22,14,22,258,13,26.7
v14_23,14,23,258,13,26.7
v14_24,14,24,258,13,26.7
v14_25,14,25,259,13,26.8
v14_26,14,26,259,13,26.8
v14_27,14,27,259,13,26.8
v14_28,14,28,259,13,26.8
v14_29,14,29,259,13,26.8
v14_30,14,30,259,13,26.8
v14_31,14,31,259,13,26.8
v14_32,14,32,259,13,26.8
v14_33,14,33,259,13,26.8
v14_34,14,34,260,13,26.9
v14_35,14,35,260,13,26.9
v14_36,14,36,260,13,26.9
v14_37,14,37,260,13,26.9
v14_38,14,38,260,13,26.9
v14_39,14,39,260,13,26.9
v14_40,14,40,260,13,26.9
v14_41,14,41,260,13,26.9
v14_42,14,42,260,13,26.9
v14_43,14,43,261,14,27.0
v14_44,14,44,261,14,27.0
v14_45,14,45,261,14,27.0
v14_46,14,46,261,14,27.0
v14_47,14,47,261,14,27.0
v14_48,14,48,261,14,27.0
v14_49,14,49,261,14,27.0
v14_50,14,50,261,14,27.0
v14_51,14,51,261,14,27.0
v14_52,14,52,261,14,27.0
v15_1,15,1,262,14,27.1
v15_2,15,2,262,14,27.1
v15_3,15,3,262,14,27.1
v15_4,15,4,262,14,27.1
v15_5,15,5,262,14,27.1
v15_6,15,6,262,14,27.1
v15_7,15,7,262,14,27.1
v15_8,15,8,262,14,27.1
v15_9,15,9,262,14,27.1
v15_10,15,10,262,14,27.1
v15_11,15,11,262,14,27.1
v15_12,15,12,262,14,27.1
v15_13,15,13,262,14,27.1
v15_14,15,14,262,14,27.1
v15_15,15,15,262,14,27.1
v15_16,15,16,263,14,27.2
v15_17,15,17,263,14,27.2
v15_18,15,18,263,14,27.2
v15_19,15,19,263,14,27.2
v15_20,15,20,263,14,27.2
v15_21,15,21,263,14,27.2
v15_22,15,22,263,14,27.2
v15_23,15,23,263,14,27.2
v15_24,15,24,263,14,27.2
v15_25,15,25,263,14,27.2
v15_26,15,26,263,14,27.2
v15_27,15,27,263,14,27.2
v15_28,15,28,263,14,27.2
v15_29,15,29,263,14,27.2
v15_30,15,30,263,14,27.2
v15_31,15,31,263,14,27.2
v15_32,15,32,264,14,27.3
v15_33,15,33,264,14,27.3
v15_34,15,34,264,14,27.3
v15_35,15,35,264,14,27.3
v15_36,15,36,264,14,27.3
v15_37,15,37,264,14,27.3
v15_38,15,38,264,14,27.3
v15_39,15,39,264,14,27.3
v15_40,15,40,264,14,27.3
v15_41,15,41,264,14,27.3
v15_42,15,42,264,14,27.3
v15_43,15,43,264,14,27.3
v15_44,15,44,264,14,27.3
v15_45,15,45,264,14,27.3
v15_46,15,46,264,14,27.3
v15_47,15,47,264,14,27.3
v15_48,15,48,264,14,27.3
v15_49,15,49,264,14,27.3
v15_50,15,50,264,14,27.3
v15_51,15,51,264,14,27.3
v15_52,15,52,265,14,27.4
v15_53,15,53,265,14,27.4
v15_54,15,54,265,14,27.4
v15_55,15,55,265,14,27.4
v15_56,15,56,265,14,27.4
v15_57,15,57,265,14,27.4
v15_58,15,58,265,14,27.4
v15_59,15,59,265,14,27.4
v15_60,15,60,265,14,27.4
v15_61,15,61,265,14,27.4
v15_62,15,62,265,14,27.4
v15_63,15,63,265,14,27.4
v15_64,15,64,265,14,27.4
v15_65,15,65,265,14,27.4
v15_66,15,66,265,14,27.4
v15_67,15,67,265,14,27.4
v15_68,15,68,265,14,27.4
v15_69,15,69,265,14,27.4
v15_70,15,70,265,14,27.4
v15_71,15,71,266,14,27.5
v15_72,15,72,266,14,27.5
v15_73,15,73,266,14,27.5
v15_74,15,74,266,14,27.5
v15_75,15,75,266,14,27.5
v15_76,15,76,266,14,27.5
v15_77,15,77,266,14,27.5
v15_78,15,78,266,14,27.5
v15_79,15,79,266,14,27.5
v15_80,15,80,266,14,27.5
v15_81,15,81,266,14,27.5
v15_82,15,82,266,14,27.5
v15_83,15,83,266,14,27.5
v15_84,15,84,266,14,27.5
v15_85,15,85,266,14,27.5
v15_86,15,86,266,14,27.5
v15_87,15,87,266,14,27.5
v15_88,15,88,266,14,27.5
v15_89,15,89,266,14,27.5
v15_90,15,90,266,14,27.5
v15_91,15,91,267,14,27.6
v15_92,15,92,267,14,27.6
v15_93,15,93,267,14,27.6
v15_94,15,94,267,14,27.6
v15_95,15,95,267,14,27.6
v15_96,15,96,267,14,27.6
v15_97,15,97,267,14,27.6
v15_98,15,98,267,14,27.6
v15_99,15,99,267,14,27.6
v16_1,16,1,267,14,27.6
v16_2,16,2,267,14,27.6
v16_3,16,3,267,14,27.6
v16_4,16,4,267,14,27.6
v16_5,16,5,267,14,27.6
v16_6,16,6,267,14,27.6
v16_7,16,7,268,14,27.7
v16_8,16,8,268,14,27.7
v16_9,16,9,268,14,27.7
v16_10,16,10,268,14,27.7
v16_11,16,11,268,14,27.7
v16_12,16,12,268,14,27.7
v16_13,16,13,268,14,27.7
v16_14,16,14,268,14,27.7
v16_15,16,15,269,14,27.8
v16_16,16,16,269,14,27.8
v16_17,16,17,269,14,27.8
v16_18,16,18,269,14,27.8
v16_19,16,19,269,14,27.8
v16_20,16,20,269,14,27.8
v16_21,16,21,269,14,27.8
v16_22,16,22,269,14,27.8
v16_23,16,23,269,14,27.8
v16_24,16,24,269,14,27.8
v16_25,16,25,269,14,27.8
v16_26,16,26,269,14,27.8
v16_27,16,27,270,14,27.9
v16_28,16,28,270,14,27.9
v16_29,16,29,270,14,27.9
v16_30,16,30,270,14,27.9
v16_31,16,31,270,14,27.9
v16_32,16,32,270,14,27.9
v16_33,16,33,270,14,27.9
v16_34,16,34,270,14,27.9
v16_35,16,35,271,14,28.0
v16_36,16,36,271,14,28.0
v16_37,16,37,271,14,28.0
v16_38,16,38,271,14,28.0
v16_39,16,39,271,14,28.0
v16_40,16,40,271,14,28.0
v16_41,16,41,271,14,28.0
v16_42,16,42,271,14,28.0
v16_43,16,43,272,14,28.1
v16_44,16,44,272,14,28.1
v16_45,16,45,272,14,28.1
v16_46,16,46,272,14,28.1
v16_47,16,47,272,14,28.1
v16_48,16,48,272,14,28.1
v16_49,16,49,272,14,28.1
v16_50,16,50,272,14,28.1
v16_51,16,51,272,14,28.1
v16_52,16,52,272,14,28.1
v16_53,16,53,272,14,28.1
v16_54,16,54,272,14,28.1
v16_55,16,55,273,14,28.2
v16_56,16,56,273,14,28.2
v16_57,16,57,273,14,28.2
v16_58,16,58,273,14,28.2
v16_59,16,59,273,14,28.2
v16_60,16,60,273,14,28.2
v16_61,16,61,273,14,28.2
v16_62,16,62,273,14,28.2
v16_63,16,63,273,14,28.2
v16_64,16,64,273,14,28.2
v16_65,16,65,274,14,28.3
v16_66,16,66,274,14,28.3
v16_67,16,67,274,14,28.3
v16_68,16,68,274,14,28.3
v16_69,16,69,274,14,28.3
v16_70,16,70,274,14,28.3
v16_71,16,71,274,14,28.3
v16_72,16,72,274,14,28.3
v16_73,16,73,275,14,28.4
v16_74,16,74,275,14,28.4
v16_75,16,75,275,14,28.4
v16_76,16,76,275,14,28.4
v16_77,16,77,275,14,28.4
v16_78,16,78,275,14,28.4
v16_79,16,79,275,14,28.4
v16_80,16,80,276,14,28.5
v16_81,16,81,276,14,28.5
v16_82,16,82,276,14,28.5
v16_83,16,83,276,14,28.5
v16_84,16,84,276,14,28.5
v16_85,16,85,276,14,28.5
v16_86,16,86,276,14,28.5
v16_87,16,87,276,14,28.5
v16_88,16,88,277,14,28.6
v16_89,16,89,277,14,28.6
v16_90,16,90,277,14,28.6
v16_91,16,91,277,14,28.6
v16_92,16,92,277,14,28.6
v16_93,16,93,277,14,28.6
v16_94,16,94,278,14,28.7
v16_95,16,95,278,14,28.7
v16_96,16,96,278,14,28.7
v16_97,16,97,278,14,28.7
v16_98,16,98,278,14,28.7
v16_99,16,99,278,14,28.7
v16_100,16,100,278,14,28.7
v16_101,16,101,278,14,28.7
v16_102,16,102,278,14,28.7
v16_103,16,103,279,14,28.8
v16_104,16,104,279,14,28.8
v16_105,16,105,279,14,28.8
v16_106,16,106,279,14,28.8
v16_107,16,107,279,14,28.8
v16_108,16,108,279,14,28.8
v16_109,16,109,279,14,28.8
v16_110,16,110,279,14,28.8
v16_111,16,111,280,14,28.9
v16_112,16,112,280,14,28.9
v16_113,16,113,280,14,28.9
v16_114,16,114,280,14,28.9
v16_115,16,115,280,14,28.9
v16_116,16,116,280,14,28.9
v16_117,16,117,280,14,28.9
v16_118,16,118,280,14,28.9
v16_119,16,119,281,15,29.0
v16_120,16,120,281,15,29.0
v16_121,16,121,281,15,29.0
v16_122,16,122,281,15,29.0
v16_123,16,123,281,15,29.0
v16_124,16,124,281,15,29.0
v16_125,16,125,281,15,29.0
v16_126,16,126,281,15,29.0
v16_127,16,127,281,15,29.0
v16_128,16,128,281,15,29.0
v17_1,17,1,282,15,29.1
v17_2,17,2,282,15,29.1
v17_3,17,3,282,15,29.1
v17_4,17,4,282,15,29.1
v17_5,17,5,282,15,29.1
v17_6,17,6,282,15,29.1
v17_7,17,7,282,15,29.1
v17_8,17,8,283,15,29.2
v17_9,17,9,283,15,29.2
v17_10,17,10,283,15,29.2
v17_11,17,11,283,15,29.2
v17_12,17,12,283,15,29.2
v17_13,17,13,283,15,29.2
v17_14,17,14,283,15,29.2
v17_15,17,15,283,15,29.2
v17_16,17,16,283,15,29.2
v17_17,17,17,283,15,29.2
v17_18,17,18,284,15,29.3
v17_19,17,19,284,15,29.3
v17_20,17,20,284,15,29.3
v17_21,17,21,284,15,29.3
v17_22,17,22,284,15,29.3
v17_23,17,23,284,15,29.3
v17_24,17,24,284,15,29.3
v17_25,17,25,284,15,29.3
v17_26,17,26,284,15,29.3
v17_27,17,27,284,15,29.3
v17_28,17,28,285,15,29.4
v17_29,17,29,285,15,29.4
v17_30,17,30,285,15,29.4
v17_31,17,31,285,15,29.4
v17_32,17,32,285,15,29.4
v17_33,17,33,285,15,29.4
v17_34,17,34,285,15,29.4
v17_35,17,35,285,15,29.4
v17_36,17,36,285,15,29.4
v17_37,17,37,285,15,29.4
v17_38,17,38,285,15,29.4
v17_39,17,39,286,15,29.5
v17_40,17,40,286,15,29.5
v17_41,17,41,286,15,29.5
v17_42,17,42,286,15,29.5
v17_43,17,43,286,15,29.5
v17_44,17,44,286,15,29.5
v17_45,17,45,286,15,29.5
v17_46,17,46,286,15,29.5
v17_47,17,47,286,15,29.5
v17_48,17,48,286,15,29.5
v17_49,17,49,286,15,29.5
v17_50,17,50,287,15,29.6
v17_51,17,51,287,15,29.6
v17_52,17,52,287,15,29.6
v17_53,17,53,287,15,29.6
v17_54,17,54,287,15,29.6
v17_55,17,55,287,15,29.6
v17_56,17,56,287,15,29.6
v17_57,17,57,287,15,29.6
v17_58,17,58,287,15,29.6
v17_59,17,59,288,15,29.7
v17_60,17,60,288,15,29.7
v17_61,17,61,288,15,29.7
v17_62,17,62,288,15,29.7
v17_63,17,63,288,15,29.7
v17_64,17,64,288,15,29.7
v17_65,17,65,288,15,29.7
v17_66,17,66,288,15,29.7
v17_67,17,67,289,15,29.8
v17_68,17,68,289,15,29.8
v17_69,17,69,289,15,29.8
v17_70,17,70,289,15,29.8
v17_71,17,71,289,15,29.8
v17_72,17,72,289,15,29.8
v17_73,17,73,289,15,29.8
v17_74,17,74,289,15,29.8
v17_75,17,75,289,15,29.8
v17_76,17,76,290,15,29.9
v17_77,17,77,290,15,29.9
v17_78,17,78,290,15,29.9
v17_79,17,79,290,15,29.9
v17_80,17,80,290,15,29.9
v17_81,17,81,290,15,29.9
v17_82,17,82,290,15,29.9
v17_83,17,83,290,15,29.9
v17_84,17,84,290,15,29.9
v17_85,17,85,290,15,29.9
v17_86,17,86,290,15,29.9
v17_87,17,87,291,15,30.0
v17_88,17,88,291,15,30.0
v17_89,17,89,291,15,30.0
v17_90,17,90,291,15,30.0
v17_91,17,91,291,15,30.0
v17_92,17,92,291,15,30.0
v17_93,17,93,291,15,30.0
v17_94,17,94,291,15,30.0
v17_95,17,95,291,15,30.0
v17_96,17,96,291,15,30.0
v17_97,17,97,292,15,30.1
v17_98,17,98,292,15,30.1
v17_99,17,99,292,15,30.1
v17_100,17,100,292,15,30.1
v17_101,17,101,292,15,30.1
v17_102,17,102,292,15,30.1
v17_103,17,103,292,15,30.1
v17_104,17,104,292,15,30.1
v17_105,17,105,293,15,30.2
v17_106,17,106,293,15,30.2
v17_107,17,107,293,15,30.2
v17_108,17,108,293,15,30.2
v17_109,17,109,293,15,30.2
v17_110,17,110,293,15,30.2
v17_111,17,111,293,15,30.2
v18_1,18,1,293,15,30.2
v18_2,18,2,293,15,30.2
v18_3,18,3,293,15,30.2
v18_4,18,4,293,15,30.2
v18_5,18,5,294,15,30.3
v18_6,18,6,294,15,30.3
v18_7,18,7,294,15,30.3
v18_8,18,8,294,15,30.3
v18_9,18,9,294,15,30.3
v18_10,18,10,294,15,30.3
v18_11,18,11,294,15,30.3
v18_12,18,12,294,15,30.3
v18_13,18,13,294,15,30.3
v18_14,18,14,294,15,30.3
v18_15,18,15,294,15,30.3
v18_16,18,16,295,15,30.4
v18_17,18,17,295,15,30.4
v18_18,18,18,295,15,30.4
v18_19,18,19,295,15,30.4
v18_20,18,20,295,15,30.4
v18_21,18,21,296,15,30.5
v18_22,18,22,296,15,30.5
v18_23,18,23,296,15,30.5
v18_24,18,24,296,15,30.5
v18_25,18,25,296,15,30.5
v18_26,18,26,296,15,30.5
v18_27,18,27,296,15,30.5
v18_28,18,28,297,15,30.6
v18_29,18,29,297,15,30.6
v18_30,18,30,297,15,30.6
v18_31,18,31,297,15,30.6
v18_32,18,32,297,15,30.6
v18_33,18,33,297,15,30.6
v18_34,18,34,297,15,30.6
v18_35,18,35,298,15,30.7
v18_36,18,36,298,15,30.7
v18_37,18,37,298,15,30.7
v18_38,18,38,298,15,30.7
v18_39,18,39,298,15,30.7
v18_40,18,40,298,15,30.7
v18_41,18,41,298,15,30.7
v18_42,18,42,298,15,30.7
v18_43,18,43,298,15,30.7
v18_44,18,44,298,15,30.7
v18_45,18,45,298,15,30.7
v18_46,18,46,299,15,30.8
v18_47,18,47,299,15,30.8
v18_48,18,48,299,15,30.8
v18_49,18,49,299,15,30.8
v18_50,18,50,299,15,30.8
v18_51,18,51,299,15,30.8
v18_52,18,52,299,15,30.8
v18_53,18,53,299,15,30.8
v18_54,18,54,300,15,30.9
v18_55,18,55,300,15,30.9
v18_56,18,56,300,15,30.9
v18_57,18,57,300,15,30.9
v18_58,18,58,300,15,30.9
v18_59,18,59,300,15,30.9
v18_60,18,60,300,15,30.9
v18_61,18,61,300,15,30.9
v18_62,18,62,301,16,31.0
v18_63,18,63,301,16,31.0
v18_64,18,64,301,16,31.0
v18_65,18,65,301,16,31.0
v18_66,18,66,301,16,31.0
v18_67,18,67,301,16,31.0
v18_68,18,68,301,16,31.0
v18_69,18,69,301,16,31.0
v18_70,18,70,301,16,31.0
v18_71,18,71,301,16,31.0
v18_72,18,72,301,16,31.0
v18_73,18,73,301,16,31.0
v18_74,18,74,301,16,31.0
v18_75,18,75,302,16,31.1
v18_76,18,76,302,16,31.1
v18_77,18,77,302,16,31.1
v18_78,18,78,302,16,31.1
v18_79,18,79,302,16,31.1
v18_80,18,80,302,16,31.1
v18_81,18,81,302,16,31.1
v18_82,18,82,302,16,31.1
v18_83,18,83,302,16,31.1
v18_84,18,84,303,16,31.2
v18_85,18,85,303,16,31.2
v18_86,18,86,303,16,31.2
v18_87,18,87,303,16,31.2
v18_88,18,88,303,16,31.2
v18_89,18,89,303,16,31.2
v18_90,18,90,303,16,31.2
v18_91,18,91,303,16,31.2
v18_92,18,92,303,16,31.2
v18_93,18,93,303,16,31.2
v18_94,18,94,303,16,31.2
v18_95,18,95,303,16,31.2
v18_96,18,96,303,16,31.2
v18_97,18,97,303,16,31.2
v18_98,18,98,304,16,31.3
v18_99,18,99,304,16,31.3
v18_100,18,100,304,16,31.3
v18_101,18,101,304,16,31.3
v18_102,18,102,304,16,31.3
v18_103,18,103,304,16,31.3
v18_104,18,104,304,16,31.3
v18_105,18,105,304,16,31.3
v18_106,18,106,304,16,31.3
v18_107,18,107,304,16,31.3
v18_108,18,108,304,16,31.3
v18_109,18,109,304,16,31.3
v18_110,18,110,304,16,31.3
v19_1,19,1,305,16,31.4
v19_2,19,2,305,16,31.4
v19_3,19,3,305,16,31.4
v19_4,19,4,305,16,31.4
v19_5,19,5,305,16,31.4
v19_6,19,6,305,16,31.4
v19_7,19,7,305,16,31.4
v19_8,19,8,305,16,31.4
v19_9,19,9,305,16,31.4
v19_10,19,10,305,16,31.4
v19_11,19,11,305,16,31.4
v19_12,19,12,306,16,31.5
v19_13,19,13,306,16,31.5
v19_14,19,14,306,16,31.5
v19_15,19,15,306,16,31.5
v19_16,19,16,306,16,31.5
v19_17,19,17,306,16,31.5
v19_18,19,18,306,16,31.5
v19_19,19,19,306,16,31.5
v19_20,19,20,306,16,31.5
v19_21,19,21,306,16,31.5
v19_22,19,22,306,16,31.5
v19_23,19,23,306,16,31.5
v19_24,19,24,306,16,31.5
v19_25,19,25,306,16,31.5
v19_26,19,26,307,16,31.6
v19_27,19,27,307,16,31.6
v19_28,19,28,307,16,31.6
v19_29,19,29,307,16,31.6
v19_30,19,30,307,16,31.6
v19_31,19,31,307,16,31.6
v19_32,19,32,307,16,31.6
v19_33,19,33,307,16,31.6
v19_34,19,34,307,16,31.6
v19_35,19,35,307,16,31.6
v19_36,19,36,307,16,31.6
v19_37,19,37,307,16,31.6
v19_38,19,38,307,16,31.6
v19_39,19,39,308,16,31.7
v19_40,19,40,308,16,31.7
v19_41,19,41,308,16,31.7
v19_42,19,42,308,16,31.7
v19_43,19,43,308,16,31.7
v19_44,19,44,308,16,31.7
v19_45,19,45,308,16,31.7
v19_46,19,46,308,16,31.7
v19_47,19,47,308,16,31.7
v19_48,19,48,308,16,31.7
v19_49,19,49,308,16,31.7
v19_50,19,50,308,16,31.7
v19_51,19,51,308,16,31.7
v19_52,19,52,309,16,31.8
v19_53,19,53,309,16,31.8
v19_54,19,54,309,16,31.8
v19_55,19,55,309,16,31.8
v19_56,19,56,309,16,31.8
v19_57,19,57,309,16,31.8
v19_58,19,58,309,16,31.8
v19_59,19,59,309,16,31.8
v19_60,19,60,309,16,31.8
v19_61,19,61,309,16,31.8
v19_62,19,62,309,16,31.8
v19_63,19,63,309,16,31.8
v19_64,19,64,309,16,31.8
v19_65,19,65,310,16,31.9
v19_66,19,66,310,16,31.9
v19_67,19,67,310,16,31.9
v19_68,19,68,310,16,31.9
v19_69,19,69,310,16,31.9
v19_70,19,70,310,16,31.9
v19_71,19,71,310,16,31.9
v19_72,19,72,310,16,31.9
v19_73,19,73,310,16,31.9
v19_74,19,74,310,16,31.9
v19_75,19,75,310,16,31.9
v19_76,19,76,310,16,31.9
v19_77,19,77,311,16,32.0
v19_78,19,78,311,16,32.0
v19_79,19,79,311,16,32.0
v19_80,19,80,311,16,32.0
v19_81,19,81,311,16,32.0
v19_82,19,82,311,16,32.0
v19_83,19,83,311,16,32.0
v19_84,19,84,311,16,32.0
v19_85,19,85,311,16,32.0
v19_86,19,86,311,16,32.0
v19_87,19,87,311,16,32.0
v19_88,19,88,311,16,32.0
v19_89,19,89,311,16,32.0
v19_90,19,90,311,16,32.0
v19_91,19,91,311,16,32.0
v19_92,19,92,311,16,32.0
v19_93,19,93,311,16,32.0
v19_94,19,94,311,16,32.0
v19_95,19,95,311,16,32.0
v19_96,19,96,312,16,32.1
v19_97,19,97,312,16,32.1
v19_98,19,98,312,16,32.1
v20_1,20,1,312,16,32.1
v20_2,20,2,312,16,32.1
v20_3,20,3,312,16,32.1
v20_4,20,4,312,16,32.1
v20_5,20,5,312,16,32.1
v20_6,20,6,312,16,32.1
v20_7,20,7,312,16,32.1
v20_8,20,8,312,16,32.1
v20_9,20,9,312,16,32.1
v20_10,20,10,312,16,32.1
v20_11,20,11,312,16,32.1
v20_12,20,12,312,16,32.1
v20_13,20,13,313,16,32.2
v20_14,20,14,313,16,32.2
v20_15,20,15,313,16,32.2
v20_16,20,16,313,16,32.2
v20_17,20,17,313,16,32.2
v20_18,20,18,313,16,32.2
v20_19,20,19,313,16,32.2
v20_20,20,20,313,16,32.2
v20_21,20,21,313,16,32.2
v20_22,20,22,313,16,32.2
v20_23,20,23,313,16,32.2
v20_24,20,24,313,16,32.2
v20_25,20,25,313,16,32.2
v20_26,20,26,313,16,32.2
v20_27,20,27,313,16,32.2
v20_28,20,28,313,16,32.2
v20_29,20,29,313,16,32.2
v20_30,20,30,313,16,32.2
v20_31,20,31,313,16,32.2
v20_32,20,32,313,16,32.2
v20_33,20,33,313,16,32.2
v20_34,20,34,313,16,32.2
v20_35,20,35,313,16,32.2
v20_36,20,36,313,16,32.2
v20_37,20,37,313,16,32.2
v20_38,20,38,314,16,32.3
v20_39,20,39,314,16,32.3
v20_40,20,40,314,16,32.3
v20_41,20,41,314,16,32.3
v20_42,20,42,314,16,32.3
v20_43,20,43,314,16,32.3
v20_44,20,44,314,16,32.3
v20_45,20,45,314,16,32.3
v20_46,20,46,314,16,32.3
v20_47,20,47,314,16,32.3
v20_48,20,48,314,16,32.3
v20_49,20,49,314,16,32.3
v20_50,20,50,314,16,32.3
v20_51,20,51,314,16,32.3
v20_52,20,52,315,16,32.4
v20_53,20,53,315,16,32.4
v20_54,20,54,315,16,32.4
v20_55,20,55,315,16,32.4
v20_56,20,56,315,16,32.4
v20_57,20,57,315,16,32.4
v20_58,20,58,315,16,32.4
v20_59,20,59,315,16,32.4
v20_60,20,60,315,16,32.4
v20_61,20,61,315,16,32.4
v20_62,20,62,315,16,32.4
v20_63,20,63,315,16,32.4
v20_64,20,64,315,16,32.4
v20_65,20,65,316,16,32.5
v20_66,20,66,316,16,32.5
v20_67,20,67,316,16,32.5
v20_68,20,68,316,16,32.5
v20_69,20,69,316,16,32.5
v20_70,20,70,316,16,32.5
v20_71,20,71,316,16,32.5
v20_72,20,72,316,16,32.5
v20_73,20,73,316,16,32.5
v20_74,20,74,316,16,32.5
v20_75,20,75,316,16,32.5
v20_76,20,76,316,16,32.5
v20_77,20,77,317,16,32.6
v20_78,20,78,317,16,32.6
v20_79,20,79,317,16,32.6
v20_80,20,80,317,16,32.6
v20_81,20,81,317,16,32.6
v20_82,20,82,317,16,32.6
v20_83,20,83,317,16,32.6
v20_84,20,84,317,16,32.6
v20_85,20,85,317,16,32.6
v20_86,20,86,317,16,32.6
v20_87,20,87,317,16,32.6
v20_88,20,88,318,16,32.7
v20_89,20,89,318,16,32.7
v20_90,20,90,318,16,32.7
v20_91,20,91,318,16,32.7
v20_92,20,92,318,16,32.7
v20_93,20,93,318,16,32.7
v20_94,20,94,318,16,32.7
v20_95,20,95,318,16,32.7
v20_96,20,96,318,16,32.7
v20_97,20,97,318,16,32.7
v20_98,20,98,318,16,32.7
v20_99,20,99,319,16,32.8
v20_100,20,100,319,16,32.8
v20_101,20,101,319,16,32.8
v20_102,20,102,319,16,32.8
v20_103,20,103,319,16,32.8
v20_104,20,104,319,16,32.8
v20_105,20,105,319,16,32.8
v20_106,20,106,319,16,32.8
v20_107,20,107,319,16,32.8
v20_108,20,108,319,16,32.8
v20_109,20,109,319,16,32.8
v20_110,20,110,319,16,32.8
v20_111,20,111,319,16,32.8
v20_112,20,112,319,16,32.8
