id,surahNumber,verseNumber,page,juz,hizb
v6_28,6,28,131,7,14.0
v6_29,6,29,131,7,14.0
v6_30,6,30,131,7,14.0
v6_31,6,31,131,7,14.0
v6_32,6,32,131,7,14.0
v6_33,6,33,131,7,14.0
v6_34,6,34,131,7,14.0
v6_35,6,35,131,7,14.0
v6_36,6,36,132,7,14.1
v6_37,6,37,132,7,14.1
v6_38,6,38,132,7,14.1
v6_39,6,39,132,7,14.1
v6_40,6,40,132,7,14.1
v6_41,6,41,132,7,14.1
v6_42,6,42,132,7,14.1
v6_43,6,43,132,7,14.1
v6_44,6,44,132,7,14.1
v6_45,6,45,133,7,14.2
v6_46,6,46,133,7,14.2
v6_47,6,47,133,7,14.2
v6_48,6,48,133,7,14.2
v6_49,6,49,133,7,14.2
v6_50,6,50,133,7,14.2
v6_51,6,51,133,7,14.2
v6_52,6,52,133,7,14.2
v6_53,6,53,134,7,14.3
v6_54,6,54,134,7,14.3
v6_55,6,55,134,7,14.3
v6_56,6,56,134,7,14.3
v6_57,6,57,134,7,14.3
v6_58,6,58,134,7,14.3
v6_59,6,59,134,7,14.3
v6_60,6,60,135,7,14.4
v6_61,6,61,135,7,14.4
v6_62,6,62,135,7,14.4
v6_63,6,63,135,7,14.4
v6_64,6,64,135,7,14.4
v6_65,6,65,135,7,14.4
v6_66,6,66,135,7,14.4
v6_67,6,67,135,7,14.4
v6_68,6,68,135,7,14.4
v6_69,6,69,136,7,14.5
v6_70,6,70,136,7,14.5
v6_71,6,71,136,7,14.5
v6_72,6,72,136,7,14.5
v6_73,6,73,136,7,14.5
v6_74,6,74,137,7,14.6
v6_75,6,75,137,7,14.6
v6_76,6,76,137,7,14.6
v6_77,6,77,137,7,14.6
v6_78,6,78,137,7,14.6
v6_79,6,79,137,7,14.6
v6_80,6,80,137,7,14.6
v6_81,6,81,137,7,14.6
v6_82,6,82,138,7,14.7
v6_83,6,83,138,7,14.7
v6_84,6,84,138,7,14.7
v6_85,6,85,138,7,14.7
v6_86,6,86,138,7,14.7
v6_87,6,87,138,7,14.7
v6_88,6,88,138,7,14.7
v6_89,6,89,138,7,14.7
v6_90,6,90,138,7,14.7
v6_91,6,91,139,7,14.8
v6_92,6,92,139,7,14.8
v6_93,6,93,139,7,14.8
v6_94,6,94,139,7,14.8
v6_95,6,95,140,7,14.9
v6_96,6,96,140,7,14.9
v6_97,6,97,140,7,14.9
v6_98,6,98,140,7,14.9
v6_99,6,99,140,7,14.9
v6_100,6,100,140,7,14.9
v6_101,6,101,140,7,14.9
v6_102,6,102,141,8,15.0
v6_103,6,103,141,8,15.0
v6_104,6,104,141,8,15.0
v6_105,6,105,141,8,15.0
v6_106,6,106,141,8,15.0
v6_107,6,107,141,8,15.0
v6_108,6,108,141,8,15.0
v6_109,6,109,141,8,15.0
v6_110,6,110,141,8,15.0
v6_111,6,111,142,8,15.1
v6_112,6,112,142,8,15.1
v6_113,6,113,142,8,15.1
v6_114,6,114,142,8,15.1
v6_115,6,115,142,8,15.1
v6_116,6,116,142,8,15.1
v6_117,6,117,142,8,15.1
v6_118,6,118,142,8,15.1
v6_119,6,119,143,8,15.2
v6_120,6,120,143,8,15.2
v6_121,6,121,143,8,15.2
v6_122,6,122,143,8,15.2
v6_123,6,123,143,8,15.2
v6_124,6,124,143,8,15.2
v6_125,6,125,144,8,15.3
v6_126,6,126,144,8,15.3
v6_127,6,127,144,8,15.3
v6_128,6,128,144,8,15.3
v6_129,6,129,144,8,15.3
v6_130,6,130,144,8,15.3
v6_131,6,131,144,8,15.3
v6_132,6,132,145,8,15.4
v6_133,6,133,145,8,15.4
v6_134,6,134,145,8,15.4
v6_135,6,135,145,8,15.4
v6_136,6,136,145,8,15.4
v6_137,6,137,145,8,15.4
v6_138,6,138,146,8,15.5
v6_139,6,139,146,8,15.5
v6_140,6,140,146,8,15.5
v6_141,6,141,146,8,15.5
v6_142,6,142,146,8,15.5
v6_143,6,143,147,8,15.6
v6_144,6,144,147,8,15.6
v6_145,6,145,147,8,15.6
v6_146,6,146,147,8,15.6
v6_147,6,147,148,8,15.7
v6_148,6,148,148,8,15.7
v6_149,6,149,148,8,15.7
v6_150,6,150,148,8,15.7
v6_151,6,151,148,8,15.7
v6_152,6,152,149,8,15.8
v6_153,6,153,149,8,15.8
v6_154,6,154,149,8,15.8
v6_155,6,155,149,8,15.8
v6_156,6,156,149,8,15.8
v6_157,6,157,149,8,15.8
v6_158,6,158,150,8,15.9
v6_159,6,159,150,8,15.9
v6_160,6,160,150,8,15.9
v6_161,6,161,150,8,15.9
v6_162,6,162,150,8,15.9
v6_163,6,163,150,8,15.9
v6_164,6,164,150,8,15.9
v6_165,6,165,150,8,15.9
v7_1,7,1,151,8,16.0
v7_2,7,2,151,8,16.0
v7_3,7,3,151,8,16.0
v7_4,7,4,151,8,16.0
v7_5,7,5,151,8,16.0
v7_6,7,6,151,8,16.0
v7_7,7,7,151,8,16.0
v7_8,7,8,151,8,16.0
v7_9,7,9,151,8,16.0
v7_10,7,10,151,8,16.0
v7_11,7,11,151,8,16.0
v7_12,7,12,152,8,16.1
v7_13,7,13,152,8,16.1
v7_14,7,14,152,8,16.1
v7_15,7,15,152,8,16.1
v7_16,7,16,152,8,16.1
v7_17,7,17,152,8,16.1
v7_18,7,18,152,8,16.1
v7_19,7,19,152,8,16.1
v7_20,7,20,152,8,16.1
v7_21,7,21,152,8,16.1
v7_22,7,22,152,8,16.1
v7_23,7,23,153,8,16.2
v7_24,7,24,153,8,16.2
v7_25,7,25,153,8,16.2
v7_26,7,26,153,8,16.2
v7_27,7,27,153,8,16.2
v7_28,7,28,153,8,16.2
v7_29,7,29,153,8,16.2
v7_30,7,30,153,8,16.2
v7_31,7,31,154,8,16.3
v7_32,7,32,154,8,16.3
v7_33,7,33,154,8,16.3
v7_34,7,34,154,8,16.3
v7_35,7,35,154,8,16.3
v7_36,7,36,154,8,16.3
v7_37,7,37,154,8,16.3
v7_38,7,38,155,8,16.4
v7_39,7,39,155,8,16.4
v7_40,7,40,155,8,16.4
v7_41,7,41,155,8,16.4
v7_42,7,42,155,8,16.4
v7_43,7,43,155,8,16.4
v7_44,7,44,156,8,16.5
v7_45,7,45,156,8,16.5
v7_46,7,46,156,8,16.5
v7_47,7,47,156,8,16.5
v7_48,7,48,156,8,16.5
v7_49,7,49,156,8,16.5
v7_50,7,50,156,8,16.5
v7_51,7,51,156,8,16.5
v7_52,7,52,157,8,16.6
v7_53,7,53,157,8,16.6
v7_54,7,54,157,8,16.6
v7_55,7,55,157,8,16.6
v7_56,7,56,157,8,16.6
v7_57,7,57,157,8,16.6
v7_58,7,58,158,8,16.7
v7_59,7,59,158,8,16.7
v7_60,7,60,158,8,16.7
v7_61,7,61,158,8,16.7
v7_62,7,62,158,8,16.7
v7_63,7,63,158,8,16.7
v7_64,7,64,158,8,16.7
v7_65,7,65,158,8,16.7
v7_66,7,66,158,8,16.7
v7_67,7,67,158,8,16.7
v7_68,7,68,159,8,16.8
v7_69,7,69,159,8,16.8
v7_70,7,70,159,8,16.8
v7_71,7,71,159,8,16.8
v7_72,7,72,159,8,16.8
v7_73,7,73,159,8,16.8
v7_74,7,74,160,8,16.9
v7_75,7,75,160,8,16.9
v7_76,7,76,160,8,16.9
v7_77,7,77,160,8,16.9
v7_78,7,78,160,8,16.9
v7_79,7,79,160,8,16.9
v7_80,7,80,160,8,16.9
v7_81,7,81,160,8,16.9
v7_82,7,82,161,9,17.0
v7_83,7,83,161,9,17.0
v7_84,7,84,161,9,17.0
v7_85,7,85,161,9,17.0
v7_86,7,86,161,9,17.0
v7_87,7,87,161,9,17.0
v7_88,7,88,162,9,17.1
v7_89,7,89,162,9,17.1
v7_90,7,90,162,9,17.1
v7_91,7,91,162,9,17.1
v7_92,7,92,162,9,17.1
v7_93,7,93,162,9,17.1
v7_94,7,94,162,9,17.1
v7_95,7,95,162,9,17.1
v7_96,7,96,163,9,17.2
v7_97,7,97,163,9,17.2
v7_98,7,98,163,9,17.2
v7_99,7,99,163,9,17.2
v7_100,7,100,163,9,17.2
v7_101,7,101,163,9,17.2
v7_102,7,102,163,9,17.2
v7_103,7,103,163,9,17.2
v7_104,7,104,163,9,17.2
v7_105,7,105,164,9,17.3
v7_106,7,106,164,9,17.3
v7_107,7,107,164,9,17.3
v7_108,7,108,164,9,17.3
v7_109,7,109,164,9,17.3
v7_110,7,110,164,9,17.3
v7_111,7,111,164,9,17.3
v7_112,7,112,164,9,17.3
v7_113,7,113,164,9,17.3
v7_114,7,114,164,9,17.3
v7_115,7,115,164,9,17.3
v7_116,7,116,164,9,17.3
v7_117,7,117,164,9,17.3
v7_118,7,118,164,9,17.3
v7_119,7,119,164,9,17.3
v7_120,7,120,164,9,17.3
v7_121,7,121,165,9,17.4
v7_122,7,122,165,9,17.4
v7_123,7,123,165,9,17.4
v7_124,7,124,165,9,17.4
v7_125,7,125,165,9,17.4
v7_126,7,126,165,9,17.4
v7_127,7,127,165,9,17.4
v7_128,7,128,165,9,17.4
v7_129,7,129,165,9,17.4
v7_130,7,130,165,9,17.4
v7_131,7,131,166,9,17.5
v7_132,7,132,166,9,17.5
v7_133,7,133,166,9,17.5
v7_134,7,134,166,9,17.5
v7_135,7,135,166,9,17.5
v7_136,7,136,166,9,17.5
v7_137,7,137,166,9,17.5
v7_138,7,138,167,9,17.6
v7_139,7,139,167,9,17.6
v7_140,7,140,167,9,17.6
v7_141,7,141,167,9,17.6
v7_142,7,142,167,9,17.6
v7_143,7,143,167,9,17.6
v7_144,7,144,168,9,17.7
v7_145,7,145,168,9,17.7
v7_146,7,146,168,9,17.7
v7_147,7,147,168,9,17.7
v7_148,7,148,168,9,17.7
v7_149,7,149,168,9,17.7
v7_150,7,150,169,9,17.8
v7_151,7,151,169,9,17.8
v7_152,7,152,169,9,17.8
v7_153,7,153,169,9,17.8
v7_154,7,154,169,9,17.8
v7_155,7,155,169,9,17.8
v7_156,7,156,170,9,17.9
v7_157,7,157,170,9,17.9
v7_158,7,158,170,9,17.9
v7_159,7,159,170,9,17.9
v7_160,7,160,171,9,18.0
v7_161,7,161,171,9,18.0
v7_162,7,162,171,9,18.0
v7_163,7,163,171,9,18.0
v7_164,7,164,172,9,18.1
v7_165,7,165,172,9,18.1
v7_166,7,166,172,9,18.1
v7_167,7,167,172,9,18.1
v7_168,7,168,172,9,18.1
v7_169,7,169,172,9,18.1
v7_170,7,170,172,9,18.1
v7_171,7,171,173,9,18.2
v7_172,7,172,173,9,18.2
v7_173,7,173,173,9,18.2
v7_174,7,174,173,9,18.2
v7_175,7,175,173,9,18.2
v7_176,7,176,173,9,18.2
v7_177,7,177,173,9,18.2
v7_178,7,178,173,9,18.2
v7_179,7,179,174,9,18.3
v7_180,7,180,174,9,18.3
v7_181,7,181,174,9,18.3
v7_182,7,182,174,9,18.3
v7_183,7,183,174,9,18.3
v7_184,7,184,174,9,18.3
v7_185,7,185,174,9,18.3
v7_186,7,186,174,9,18.3
v7_187,7,187,174,9,18.3
v7_188,7,188,175,9,18.4
v7_189,7,189,175,9,18.4
v7_190,7,190,175,9,18.4
v7_191,7,191,175,9,18.4
v7_192,7,192,175,9,18.4
v7_193,7,193,175,9,18.4
v7_194,7,194,175,9,18.4
v7_195,7,195,175,9,18.4
v7_196,7,196,176,9,18.5
v7_197,7,197,176,9,18.5
v7_198,7,198,176,9,18.5
v7_199,7,199,176,9,18.5
v7_200,7,200,176,9,18.5
v7_201,7,201,176,9,18.5
v7_202,7,202,176,9,18.5
v7_203,7,203,176,9,18.5
v7_204,7,204,176,9,18.5
v7_205,7,205,176,9,18.5
v7_206,7,206,176,9,18.5
v8_1,8,1,177,9,18.6
v8_2,8,2,177,9,18.6
v8_3,8,3,177,9,18.6
v8_4,8,4,177,9,18.6
v8_5,8,5,177,9,18.6
v8_6,8,6,177,9,18.6
v8_7,8,7,177,9,18.6
v8_8,8,8,177,9,18.6
v8_9,8,9,178,9,18.7
v8_10,8,10,178,9,18.7
v8_11,8,11,178,9,18.7
v8_12,8,12,178,9,18.7
v8_13,8,13,178,9,18.7
v8_14,8,14,178,9,18.7
v8_15,8,15,178,9,18.7
v8_16,8,16,178,9,18.7
v8_17,8,17,179,9,18.8
v8_18,8,18,179,9,18.8
v8_19,8,19,179,9,18.8
v8_20,8,20,179,9,18.8
v8_21,8,21,179,9,18.8
v8_22,8,22,179,9,18.8
v8_23,8,23,179,9,18.8
v8_24,8,24,179,9,18.8
v8_25,8,25,179,9,18.8
v8_26,8,26,180,9,18.9
v8_27,8,27,180,9,18.9
v8_28,8,28,180,9,18.9
v8_29,8,29,180,9,18.9
v8_30,8,30,180,9,18.9
v8_31,8,31,180,9,18.9
v8_32,8,32,180,9,18.9
v8_33,8,33,180,9,18.9
v8_34,8,34,181,10,19.0
v8_35,8,35,181,10,19.0
v8_36,8,36,181,10,19.0
v8_37,8,37,181,10,19.0
v8_38,8,38,181,10,19.0
v8_39,8,39,181,10,19.0
v8_40,8,40,181,10,19.0
v8_41,8,41,182,10,19.1
v8_42,8,42,182,10,19.1
v8_43,8,43,182,10,19.1
v8_44,8,44,182,10,19.1
v8_45,8,45,182,10,19.1
v8_46,8,46,183,10,19.2
v8_47,8,47,183,10,19.2
v8_48,8,48,183,10,19.2
v8_49,8,49,183,10,19.2
v8_50,8,50,183,10,19.2
v8_51,8,51,183,10,19.2
v8_52,8,52,183,10,19.2
v8_53,8,53,184,10,19.3
v8_54,8,54,184,10,19.3
v8_55,8,55,184,10,19.3
v8_56,8,56,184,10,19.3
v8_57,8,57,184,10,19.3
v8_58,8,58,184,10,19.3
v8_59,8,59,184,10,19.3
v8_60,8,60,184,10,19.3
v8_61,8,61,184,10,19.3
v8_62,8,62,185,10,19.4
v8_63,8,63,185,10,19.4
v8_64,8,64,185,10,19.4
v8_65,8,65,185,10,19.4
v8_66,8,66,185,10,19.4
v8_67,8,67,185,10,19.4
v8_68,8,68,185,10,19.4
v8_69,8,69,185,10,19.4
v8_70,8,70,186,10,19.5
v8_71,8,71,186,10,19.5
v8_72,8,72,186,10,19.5
v8_73,8,73,186,10,19.5
v8_74,8,74,186,10,19.5
v8_75,8,75,186,10,19.5
v9_1,9,1,187,10,19.6
v9_2,9,2,187,10,19.6
v9_3,9,3,187,10,19.6
v9_4,9,4,187,10,19.6
v9_5,9,5,187,10,19.6
v9_6,9,6,187,10,19.6
v9_7,9,7,188,10,19.7
v9_8,9,8,188,10,19.7
v9_9,9,9,188,10,19.7
v9_10,9,10,188,10,19.7
v9_11,9,11,188,10,19.7
v9_12,9,12,188,10,19.7
v9_13,9,13,188,10,19.7
v9_14,9,14,189,10,19.8
v9_15,9,15,189,10,19.8
v9_16,9,16,189,10,19.8
v9_17,9,17,189,10,19.8
v9_18,9,18,189,10,19.8
v9_19,9,19,189,10,19.8
v9_20,9,20,189,10,19.8
v9_21,9,21,190,10,19.9
v9_22,9,22,190,10,19.9
v9_23,9,23,190,10,19.9
v9_24,9,24,190,10,19.9
v9_25,9,25,190,10,19.9
v9_26,9,26,190,10,19.9
v9_27,9,27,191,10,20.0
v9_28,9,28,191,10,20.0
v9_29,9,29,191,10,20.0
v9_30,9,30,191,10,20.0
v9_31,9,31,191,10,20.0
v9_32,9,32,192,10,20.1
v9_33,9,33,192,10,20.1
v9_34,9,34,192,10,20.1
v9_35,9,35,192,10,20.1
v9_36,9,36,192,10,20.1
v9_37,9,37,193,10,20.2
v9_38,9,38,193,10,20.2
v9_39,9,39,193,10,20.2
v9_40,9,40,193,10,20.2
v9_41,9,41,194,10,20.3
v9_42,9,42,194,10,20.3
v9_43,9,43,194,10,20.3
v9_44,9,44,194,10,20.3
v9_45,9,45,194,10,20.3
v9_46,9,46,194,10,20.3
v9_47,9,47,194,10,20.3
v9_48,9,48,195,10,20.4
v9_49,9,49,195,10,20.4
v9_50,9,50,195,10,20.4
v9_51,9,51,195,10,20.4
v9_52,9,52,195,10,20.4
v9_53,9,53,195,10,20.4
v9_54,9,54,195,10,20.4
v9_55,9,55,196,10,20.5
v9_56,9,56,196,10,20.5
v9_57,9,57,196,10,20.5
v9_58,9,58,196,10,20.5
v9_59,9,59,196,10,20.5
v9_60,9,60,196,10,20.5
v9_61,9,61,196,10,20.5
v9_62,9,62,197,10,20.6
v9_63,9,63,197,10,20.6
v9_64,9,64,197,10,20.6
v9_65,9,65,197,10,20.6
v9_66,9,66,197,10,20.6
v9_67,9,67,197,10,20.6
v9_68,9,68,197,10,20.6
v9_69,9,69,198,10,20.7
v9_70,9,70,198,10,20.7
v9_71,9,71,198,10,20.7
v9_72,9,72,198,10,20.7
v9_73,9,73,199,10,20.8
v9_74,9,74,199,10,20.8
v9_75,9,75,199,10,20.8
v9_76,9,76,199,10,20.8
v9_77,9,77,199,10,20.8
v9_78,9,78,199,10,20.8
v9_79,9,79,199,10,20.8
v9_80,9,80,200,10,20.9
v9_81,9,81,200,10,20.9
v9_82,9,82,200,10,20.9
v9_83,9,83,200,10,20.9
v9_84,9,84,200,10,20.9
v9_85,9,85,200,10,20.9
v9_86,9,86,200,10,20.9
v9_87,9,87,201,11,21.0
v9_88,9,88,201,11,21.0
v9_89,9,89,201,11,21.0
v9_90,9,90,201,11,21.0
v9_91,9,91,201,11,21.0
v9_92,9,92,201,11,21.0
v9_93,9,93,201,11,21.0
v9_94,9,94,202,11,21.1
v9_95,9,95,202,11,21.1
v9_96,9,96,202,11,21.1
v9_97,9,97,202,11,21.1
v9_98,9,98,202,11,21.1
v9_99,9,99,202,11,21.1
v9_100,9,100,203,11,21.2
v9_101,9,101,203,11,21.2
v9_102,9,102,203,11,21.2
v9_103,9,103,203,11,21.2
v9_104,9,104,203,11,21.2
v9_105,9,105,203,11,21.2
v9_106,9,106,203,11,21.2
v9_107,9,107,204,11,21.3
v9_108,9,108,204,11,21.3
v9_109,9,109,204,11,21.3
v9_110,9,110,204,11,21.3
v9_111,9,111,204,11,21.3
v9_112,9,112,205,11,21.4
v9_113,9,113,205,11,21.4
v9_114,9,114,205,11,21.4
v9_115,9,115,205,11,21.4
v9_116,9,116,205,11,21.4
v9_117,9,117,205,11,21.4
v9_118,9,118,206,11,21.5
v9_119,9,119,206,11,21.5
v9_120,9,120,206,11,21.5
v9_121,9,121,206,11,21.5
v9_122,9,122,206,11,21.5
v9_123,9,123,207,11,21.6
v9_124,9,124,207,11,21.6
v9_125,9,125,207,11,21.6
v9_126,9,126,207,11,21.6
v9_127,9,127,207,11,21.6
v9_128,9,128,207,11,21.6
v9_129,9,129,207,11,21.6
v10_1,10,1,208,11,21.7
v10_2,10,2,208,11,21.7
v10_3,10,3,208,11,21.7
v10_4,10,4,208,11,21.7
v10_5,10,5,208,11,21.7
v10_6,10,6,208,11,21.7
v10_7,10,7,209,11,21.8
v10_8,10,8,209,11,21.8
v10_9,10,9,209,11,21.8
v10_10,10,10,209,11,21.8
v10_11,10,11,209,11,21.8
v10_12,10,12,209,11,21.8
v10_13,10,13,209,11,21.8
v10_14,10,14,209,11,21.8
v10_15,10,15,210,11,21.9
v10_16,10,16,210,11,21.9
v10_17,10,17,210,11,21.9
v10_18,10,18,210,11,21.9
v10_19,10,19,210,11,21.9
v10_20,10,20,210,11,21.9
v10_21,10,21,211,11,22.0
v10_22,10,22,211,11,22.0
v10_23,10,23,211,11,22.0
v10_24,10,24,211,11,22.0
v10_25,10,25,211,11,22.0
v10_26,10,26,212,11,22.1
v10_27,10,27,212,11,22.1
v10_28,10,28,212,11,22.1
v10_29,10,29,212,11,22.1
v10_30,10,30,212,11,22.1
v10_31,10,31,212,11,22.1
v10_32,10,32,212,11,22.1
v10_33,10,33,212,11,22.1
v10_34,10,34,213,11,22.2
v10_35,10,35,213,11,22.2
v10_36,10,36,213,11,22.2
v10_37,10,37,213,11,22.2
v10_38,10,38,213,11,22.2
v10_39,10,39,213,11,22.2
v10_40,10,40,213,11,22.2
v10_41,10,41,213,11,22.2
v10_42,10,42,213,11,22.2
v10_43,10,43,214,11,22.3
v10_44,10,44,214,11,22.3
v10_45,10,45,214,11,22.3
v10_46,10,46,214,11,22.3
v10_47,10,47,214,11,22.3
v10_48,10,48,214,11,22.3
v10_49,10,49,214,11,22.3
v10_50,10,50,214,11,22.3
v10_51,10,51,214,11,22.3
v10_52,10,52,214,11,22.3
v10_53,10,53,214,11,22.3
v10_54,10,54,215,11,22.4
v10_55,10,55,215,11,22.4
v10_56,10,56,215,11,22.4
v10_57,10,57,215,11,22.4
v10_58,10,58,215,11,22.4
v10_59,10,59,215,11,22.4
v10_60,10,60,215,11,22.4
v10_61,10,61,215,11,22.4
v10_62,10,62,216,11,22.5
v10_63,10,63,216,11,22.5
v10_64,10,64,216,11,22.5
v10_65,10,65,216,11,22.5
v10_66,10,66,216,11,22.5
v10_67,10,67,216,11,22.5
v10_68,10,68,216,11,22.5
v10_69,10,69,216,11,22.5
v10_70,10,70,216,11,22.5
v10_71,10,71,217,11,22.6
v10_72,10,72,217,11,22.6
v10_73,10,73,217,11,22.6
v10_74,10,74,217,11,22.6
v10_75,10,75,217,11,22.6
v10_76,10,76,217,11,22.6
v10_77,10,77,217,11,22.6
v10_78,10,78,217,11,22.6
v10_79,10,79,218,11,22.7
v10_80,10,80,218,11,22.7
v10_81,10,81,218,11,22.7
v10_82,10,82,218,11,22.7
v10_83,10,83,218,11,22.7
v10_84,10,84,218,11,22.7
v10_85,10,85,218,11,22.7
v10_86,10,86,218,11,22.7
v10_87,10,87,218,11,22.7
v10_88,10,88,218,11,22.7
v10_89,10,89,219,11,22.8
v10_90,10,90,219,11,22.8
v10_91,10,91,219,11,22.8
v10_92,10,92,219,11,22.8
v10_93,10,93,219,11,22.8
v10_94,10,94,219,11,22.8
v10_95,10,95,219,11,22.8
v10_96,10,96,219,11,22.8
v10_97,10,97,219,11,22.8
v10_98,10,98,220,11,22.9
v10_99,10,99,220,11,22.9
v10_100,10,100,220,11,22.9
v10_101,10,101,220,11,22.9
v10_102,10,102,220,11,22.9
v10_103,10,103,220,11,22.9
v10_104,10,104,220,11,22.9
v10_105,10,105,220,11,22.9
v10_106,10,106,220,11,22.9
v10_107,10,107,221,12,23.0
v10_108,10,108,221,12,23.0
v10_109,10,109,221,12,23.0
v11_1,11,1,221,12,23.0
v11_2,11,2,221,12,23.0
v11_3,11,3,221,12,23.0
v11_4,11,4,221,12,23.0
v11_5,11,5,221,12,23.0
v11_6,11,6,222,12,23.1
v11_7,11,7,222,12,23.1
v11_8,11,8,222,12,23.1
v11_9,11,9,222,12,23.1
v11_10,11,10,222,12,23.1
v11_11,11,11,222,12,23.1
v11_12,11,12,222,12,23.1
v11_13,11,13,223,12,23.2
v11_14,11,14,223,12,23.2
v11_15,11,15,223,12,23.2
v11_16,11,16,223,12,23.2
v11_17,11,17,223,12,23.2
v11_18,11,18,223,12,23.2
v11_19,11,19,223,12,23.2
v11_20,11,20,224,12,23.3
v11_21,11,21,224,12,23.3
v11_22,11,22,224,12,23.3
v11_23,11,23,224,12,23.3
v11_24,11,24,224,12,23.3
v11_25,11,25,224,12,23.3
v11_26,11,26,224,12,23.3
v11_27,11,27,224,12,23.3
v11_28,11,28,224,12,23.3
v11_29,11,29,225,12,23.4
v11_30,11,30,225,12,23.4
v11_31,11,31,225,12,23.4
v11_32,11,32,225,12,23.4
v11_33,11,33,225,12,23.4
v11_34,11,34,225,12,23.4
v11_35,11,35,225,12,23.4
v11_36,11,36,225,12,23.4
v11_37,11,37,225,12,23.4
v11_38,11,38,226,12,23.5
v11_39,11,39,226,12,23.5
v11_40,11,40,226,12,23.5
v11_41,11,41,226,12,23.5
v11_42,11,42,226,12,23.5
v11_43,11,43,226,12,23.5
v11_44,11,44,226,12,23.5
v11_45,11,45,226,12,23.5
v11_46,11,46,227,12,23.6
v11_47,11,47,227,12,23.6
v11_48,11,48,227,12,23.6
v11_49,11,49,227,12,23.6
v11_50,11,50,227,12,23.6
v11_51,11,51,227,12,23.6
v11_52,11,52,227,12,23.6
v11_53,11,53,227,12,23.6
v11_54,11,54,228,12,23.7
v11_55,11,55,228,12,23.7
v11_56,11,56,228,12,23.7
v11_57,11,57,228,12,23.7
v11_58,11,58,228,12,23.7
v11_59,11,59,228,12,23.7
v11_60,11,60,228,12,23.7
v11_61,11,61,228,12,23.7
v11_62,11,62,228,12,23.7
v11_63,11,63,229,12,23.8
v11_64,11,64,229,12,23.8
v11_65,11,65,229,12,23.8
v11_66,11,66,229,12,23.8
v11_67,11,67,229,12,23.8
v11_68,11,68,229,12,23.8
v11_69,11,69,229,12,23.8
v11_70,11,70,229,12,23.8
v11_71,11,71,229,12,23.8
v11_72,11,72,230,12,23.9
v11_73,11,73,230,12,23.9
v11_74,11,74,230,12,23.9
v11_75,11,75,230,12,23.9
v11_76,11,76,230,12,23.9
v11_77,11,77,230,12,23.9
v11_78,11,78,230,12,23.9
v11_79,11,79,230,12,23.9
v11_80,11,80,230,12,23.9
v11_81,11,81,230,12,23.9
v11_82,11,82,231,12,24.0
v11_83,11,83,231,12,24.0
v11_84,11,84,231,12,24.0
v11_85,11,85,231,12,24.0
v11_86,11,86,231,12,24.0
v11_87,11,87,231,12,24.0
v11_88,11,88,231,12,24.0
v11_89,11,89,232,12,24.1
v11_90,11,90,232,12,24.1
v11_91,11,91,232,12,24.1
v11_92,11,92,232,12,24.1
v11_93,11,93,232,12,24.1
v11_94,11,94,232,12,24.1
v11_95,11,95,232,12,24.1
v11_96,11,96,232,12,24.1
v11_97,11,97,232,12,24.1
v11_98,11,98,233,12,24.2
v11_99,11,99,233,12,24.2
v11_100,11,100,233,12,24.2
v11_101,11,101,233,12,24.2
v11_102,11,102,233,12,24.2
v11_103,11,103,233,12,24.2
v11_104,11,104,233,12,24.2
v11_105,11,105,233,12,24.2
v11_106,11,106,233,12,24.2
v11_107,11,107,233,12,24.2
v11_108,11,108,233,12,24.2
v11_109,11,109,234,12,24.3
v11_110,11,110,234,12,24.3
v11_111,11,111,234,12,24.3
v11_112,11,112,234,12,24.3
v11_113,11,113,234,12,24.3
v11_114,11,114,234,12,24.3
v11_115,11,115,234,12,24.3
v11_116,11,116,234,12,24.3
v11_117,11,117,234,12,24.3
v11_118,11,118,235,12,24.4
v11_119,11,119,235,12,24.4
v11_120,11,120,235,12,24.4
v11_121,11,121,235,12,24.4
v11_122,11,122,235,12,24.4
v11_123,11,123,235,12,24.4
v12_1,12,1,235,12,24.4
v12_2,12,2,235,12,24.4
v12_3,12,3,235,12,24.4
v12_4,12,4,235,12,24.4
v12_5,12,5,236,12,24.5
v12_6,12,6,236,12,24.5
v12_7,12,7,236,12,24.5
v12_8,12,8,236,12,24.5
v12_9,12,9,236,12,24.5
v12_10,12,10,236,12,24.5
v12_11,12,11,236,12,24.5
v12_12,12,12,236,12,24.5
v12_13,12,13,236,12,24.5
v12_14,12,14,236,12,24.5
v12_15,12,15,237,12,24.6
v12_16,12,16,237,12,24.6
v12_17,12,17,237,12,24.6
v12_18,12,18,237,12,24.6
v12_19,12,19,237,12,24.6
v12_20,12,20,237,12,24.6
v12_21,12,21,237,12,24.6
v12_22,12,22,237,12,24.6
v12_23,12,23,238,12,24.7
v12_24,12,24,238,12,24.7
v12_25,12,25,238,12,24.7
v12_26,12,26,238,12,24.7
v12_27,12,27,238,12,24.7
v12_28,12,28,238,12,24.7
v12_29,12,29,238,12,24.7
v12_30,12,30,238,12,24.7
v12_31,12,31,239,12,24.8
v12_32,12,32,239,12,24.8
v12_33,12,33,239,12,24.8
v12_34,12,34,239,12,24.8
v12_35,12,35,239,12,24.8
v12_36,12,36,239,12,24.8
v12_37,12,37,239,12,24.8
v12_38,12,38,240,12,24.9
v12_39,12,39,240,12,24.9
v12_40,12,40,240,12,24.9
v12_41,12,41,240,12,24.9
v12_42,12,42,240,12,24.9
